id,cnt
366,2670.7225170388037
367,1849.5528384460551
368,1405.905657614703
369,739.0894302928041
370,2185.0783743886
371,2501.1445804723717
372,2725.8339579480535
373,2487.8053505493926
374,1409.676080837452
375,2401.8868618310485
376,1584.7198928201606
377,2093.525952924475
378,2030.9332007896546
379,1651.535053937681
380,1563.8158077644762
381,1530.7111943668256
382,2009.9433104654427
383,2172.625801803937
384,1727.9587388561163
385,1256.9652100879634
386,982.0113531931261
387,940.002001549993
388,1386.8082021775617
389,2558.522261419102
390,2273.837243047562
391,1959.6187729318867
392,2262.6397878868997
393,2392.7212265079015
394,2138.4663048463876
395,2115.0662983491807
396,2725.1251801606527
397,3162.0533751082535
398,2181.6301323440416
399,2341.2039163596246
400,1488.146147780375
401,1469.004674797132
402,2289.903929333786
403,2620.572266486743
404,1499.8899425776376
405,2100.1242827554784
406,1632.492916649377
407,541.1354036998205
408,1253.6330256795138
409,1935.5164670797626
410,1853.0492829803075
411,2567.6799145949553
412,1825.7115929392994
413,2559.915183805027
414,2542.9633444801166
415,1475.5583057091612
416,1958.6265677609385
417,2279.2299953614784
418,2779.9513474030446
419,3043.8988596670806
420,2239.8184622484846
421,2027.0006898037948
422,2115.6398066500306
423,2608.161074365613
424,2581.3694498472255
425,1924.2931491293925
426,3203.8602140115945
427,1975.3507472515357
428,2216.2716115480125
429,2295.1948104773905
430,2004.0942402697242
431,2071.960426082933
432,2740.8106014588266
433,3458.520759151237
434,2167.981977555304
435,2141.272839850003
436,2588.2150453120666
437,3133.889518435708
438,3561.072614221302
439,3586.6117583982564
440,3501.0443579892726
441,2370.466930737853
442,2689.839981334839
443,2500.8213604330017
444,3512.6707639423985
445,3538.334049509953
446,3124.30392060662
447,3842.172573492721
448,3410.387033922027
449,2942.7502211440046
450,2711.3217976788474
451,3373.7183592105234
452,2733.1148014342407
453,3532.509994140671
454,3587.3568516148293
455,2404.6038324063165
456,2606.404640990342
457,2606.830954700237
458,3315.5943256205705
459,3487.4237535023444
460,3855.79486549175
461,3322.8270659225814
462,3109.994049918046
463,3256.319174578226
464,3622.533268245469
465,3569.6962345025186
466,3356.8166654765087
467,2841.0631387370418
468,3097.5156145436745
469,3322.28100039996
470,3576.329816752261
471,4043.838112590195
472,4072.866265187251
473,4196.084881735676
474,2833.5027131288975
475,3642.9204690236816
476,3756.6051730837366
477,3860.4325616955894
478,1836.075122480291
479,2034.7984175674537
480,3196.725997183454
481,3529.2357649636274
482,2966.9258982941637
483,3430.0202097659057
484,2377.7568897390925
485,3403.7133770832925
486,2844.67098704441
487,3458.0040980329254
488,3878.7920581001804
489,3244.4801848834045
490,4145.28152193274
491,3449.014329679794
492,3276.418580242592
493,3203.8844458579624
494,3356.8805902743084
495,3330.0010322709136
496,3636.3875283434195
497,3782.7679711524365
498,3870.2397315528956
499,4102.613888480792
500,3321.6015194932884
501,3454.812629782948
502,4179.209050791369
503,4054.485386764343
504,3939.4344060881403
505,3984.5067090411626
506,4096.039567336997
507,3403.1572405587676
508,3477.6805084428383
509,3493.3866199727786
510,4230.80236932025
511,4334.659213291232
512,4376.524530320452
513,4393.244401546441
514,4405.849682678862
515,4581.466311175871
516,3630.5473389106432
517,4358.197298864341
518,3606.401117119613
519,3981.29972311736
520,4050.34519048075
521,4095.460886478205
522,3193.536383035977
523,3901.5306228115296
524,4038.0832055314745
525,4181.204936837273
526,4405.858106407363
527,4507.516551592649
528,3889.6570051996378
529,3565.8726213474124
530,4257.531923143338
531,4322.268711401868
532,4190.991416462813
533,4128.303819818122
534,4034.0102525011225
535,3295.4387214245885
536,4486.808500844274
537,4825.778793493528
538,5332.813858035597
539,5181.922223381929
540,4776.381968693022
541,4910.689599605797
542,4834.96399697119
543,4524.15238843654
544,4758.662873454832
545,4934.37171979282
546,5505.165714269475
547,4955.952490194208
548,5305.743712396816
549,5083.2260879370515
550,5082.5093280023575
551,5020.057200832491
552,5378.461681870371
553,5328.884939619158
554,5563.236655329782
555,5511.440824061108
556,4207.979412738496
557,4259.660664752384
558,4807.693550183423
559,4826.632510426874
560,4264.239882830345
561,4217.871706491456
562,5070.738887435318
563,5197.472375193553
564,5356.825593320145
565,5300.700392714847
566,5136.773912048304
567,3980.225071372024
568,2990.1358978034496
569,4019.175229680854
570,5021.046768920871
571,5102.165048180503
572,4827.2613368765615
573,5264.127461128863
574,5234.1443683604975
575,5008.174635172774
576,4877.993860856834
577,4995.028802474536
578,4876.879459591304
579,4895.818419834755
580,5097.700409357327
581,4548.389180795148
582,5285.749611993782
583,5204.620204638197
584,4498.635788593852
585,4429.44987918597
586,4477.789658769574
587,5058.492420159868
588,4264.286435851819
589,4074.2039096630374
590,4757.193942688304
591,4877.44104278775
592,4948.690081494777
593,4827.173403391553
594,4826.658373216582
595,2690.1924391881203
596,4596.785584402129
597,3917.9430982054623
598,3907.521039583773
599,4556.8481271855035
600,4660.704971156485
601,4735.2075488087885
602,4156.479983232632
603,3972.9717781876457
604,3878.8489052827185
605,4838.3054694014745
606,4893.1937073391655
607,4732.494902828191
608,4816.783960106035
609,5002.325839091036
610,4407.249397849948
611,4153.0151664202
612,4662.080704686547
613,5000.979469726586
614,5111.384772051655
615,4202.927327929165
616,4835.790163602727
617,3933.789651779895
618,4417.594823589365
619,4377.771945627523
620,4315.118976899903
621,4392.875093497485
622,4438.044095062876
623,4509.293133769904
624,4430.208528450286
625,4335.868408111812
626,3685.5303704033854
627,3743.8066337928353
628,4239.400126811759
629,4193.040715600233
630,4394.917532564863
631,4557.562077530845
632,4454.9180209498645
633,4398.80675802987
634,4610.444191830331
635,4877.779729546126
636,4305.621312555824
637,4187.363345955819
638,4490.399604470676
639,4448.348872364009
640,3820.832160293999
641,3346.802340014117
642,4263.767920631008
643,4305.621312555824
644,4785.050562007193
645,4532.943893540478
646,3315.167422848767
647,2965.2798434326505
648,3434.759833708819
649,4394.295566185219
650,4018.1183429423522
651,4024.0845278682273
652,3771.9313063800387
653,4399.421646794253
654,3961.2671084089075
655,4179.399420881538
656,4119.974128309489
657,3812.4179128226174
658,3939.251259170263
659,4193.215460492998
660,4131.612459367019
661,4297.5746265544785
662,4538.67495039039
663,4681.7811640223645
664,3900.6772689804325
665,3860.907696586528
666,3784.921453473939
667,3563.232956612848
668,2818.257798804592
669,2771.6223879196605
670,3032.5284361140257
671,3074.3818280388414
672,3625.6475621833915
673,2795.4783624957986
674,3475.2614095972626
675,3393.0649369776925
676,3252.068405666338
677,2585.2107978809063
678,3556.3330601465295
679,3622.394023238114
