id,cnt
366,1871.3333333333333
367,2068.3333333333335
368,1514.0
369,1593.6666666666667
370,1513.0
371,2055.3333333333335
372,2084.0
373,1871.3333333333333
374,1606.3333333333333
375,1741.6666666666667
376,1789.3333333333333
377,2267.3333333333335
378,2055.3333333333335
379,1193.6666666666667
380,1121.0
381,2068.3333333333335
382,1366.3333333333333
383,2111.3333333333335
384,1174.0
385,1731.6666666666667
386,1070.6666666666667
387,1160.0
388,1606.3333333333333
389,1741.6666666666667
390,2111.3333333333335
391,2267.3333333333335
392,1715.3333333333333
393,1592.6666666666667
394,1322.0
395,1876.6666666666667
396,1741.6666666666667
397,2111.3333333333335
398,2267.3333333333335
399,2055.3333333333335
400,1070.6666666666667
401,1082.6666666666667
402,1876.6666666666667
403,1741.6666666666667
404,1789.3333333333333
405,1513.0
406,1715.3333333333333
407,1070.6666666666667
408,1121.0
409,1644.3333333333333
410,1366.3333333333333
411,2111.3333333333335
412,2267.3333333333335
413,2055.3333333333335
414,1592.6666666666667
415,1082.6666666666667
416,2068.3333333333335
417,1741.6666666666667
418,2111.3333333333335
419,2547.3333333333335
420,1715.3333333333333
421,1193.6666666666667
422,1322.0
423,1890.3333333333333
424,1741.6666666666667
425,2167.3333333333335
426,2547.3333333333335
427,1715.3333333333333
428,1070.6666666666667
429,1322.0
430,1644.3333333333333
431,1741.6666666666667
432,2111.3333333333335
433,2547.3333333333335
434,1715.3333333333333
435,1538.3333333333333
436,1871.3333333333333
437,1890.3333333333333
438,1741.6666666666667
439,2111.3333333333335
440,2547.3333333333335
441,1715.3333333333333
442,1070.6666666666667
443,2349.0
444,1890.3333333333333
445,1741.6666666666667
446,3296.3333333333335
447,4106.666666666667
448,1793.6666666666667
449,2914.3333333333335
450,3599.6666666666665
451,3635.3333333333335
452,3310.3333333333335
453,3644.6666666666665
454,3963.0
455,1793.6666666666667
456,2914.3333333333335
457,3599.6666666666665
458,3635.3333333333335
459,3310.3333333333335
460,4435.333333333333
461,3963.0
462,3911.6666666666665
463,4174.0
464,4245.666666666667
465,3635.3333333333335
466,3310.3333333333335
467,3644.6666666666665
468,3963.0
469,4945.666666666667
470,5122.666666666667
471,4593.666666666667
472,4478.0
473,4539.333333333333
474,2883.3333333333335
475,4106.666666666667
476,4945.666666666667
477,4938.0
478,2646.3333333333335
479,4007.6666666666665
480,3310.3333333333335
481,3644.6666666666665
482,3230.0
483,4945.666666666667
484,2914.3333333333335
485,4245.666666666667
486,4007.6666666666665
487,4355.333333333333
488,4435.333333333333
489,3913.3333333333335
490,4945.0
491,2914.3333333333335
492,4550.0
493,4007.6666666666665
494,4355.333333333333
495,3296.3333333333335
496,4106.666666666667
497,4945.666666666667
498,4938.0
499,4593.666666666667
500,4007.6666666666665
501,4355.333333333333
502,4435.333333333333
503,4269.333333333333
504,5024.333333333333
505,4938.0
506,4593.666666666667
507,3877.3333333333335
508,4355.333333333333
509,3296.3333333333335
510,4269.333333333333
511,4945.0
512,4938.0
513,4593.666666666667
514,4497.333333333333
515,4539.333333333333
516,3296.3333333333335
517,4269.333333333333
518,1793.6666666666667
519,4938.0
520,4593.666666666667
521,4350.333333333333
522,3926.0
523,4435.333333333333
524,4269.333333333333
525,4945.0
526,4938.0
527,4593.666666666667
528,3877.3333333333335
529,4355.333333333333
530,4435.333333333333
531,4269.333333333333
532,4945.0
533,4938.0
534,4593.666666666667
535,4007.6666666666665
536,4539.333333333333
537,4508.333333333333
538,4262.333333333333
539,4499.333333333333
540,5411.0
541,4705.0
542,4412.666666666667
543,4877.333333333333
544,4874.333333333333
545,4637.333333333333
546,3964.6666666666665
547,5411.0
548,3897.6666666666665
549,4412.666666666667
550,4619.0
551,4393.666666666667
552,4262.333333333333
553,3964.6666666666665
554,4531.666666666667
555,3897.6666666666665
556,4627.0
557,4016.6666666666665
558,4731.333333333333
559,4801.333333333333
560,4306.666666666667
561,3186.3333333333335
562,4322.666666666667
563,4412.666666666667
564,4467.0
565,4393.666666666667
566,4262.333333333333
567,4141.333333333333
568,3258.6666666666665
569,4458.333333333333
570,4412.666666666667
571,4619.0
572,4731.333333333333
573,4262.333333333333
574,4499.333333333333
575,5411.0
576,4705.0
577,4412.666666666667
578,4672.666666666667
579,4583.666666666667
580,4262.333333333333
581,4306.666666666667
582,4531.666666666667
583,4322.666666666667
584,4603.0
585,4355.333333333333
586,4238.666666666667
587,4262.333333333333
588,4306.666666666667
589,3186.3333333333335
590,4858.666666666667
591,4412.666666666667
592,4619.0
593,4731.333333333333
594,4801.333333333333
595,5103.0
596,5486.333333333333
597,4505.0
598,4330.666666666667
599,4877.333333333333
600,4874.333333333333
601,4801.333333333333
602,4306.666666666667
603,3186.3333333333335
604,4505.0
605,4412.666666666667
606,4619.0
607,4874.333333333333
608,4801.333333333333
609,4839.333333333333
610,3186.3333333333335
611,4267.666666666667
612,4497.333333333333
613,4619.0
614,4492.666666666667
615,4302.666666666667
616,4839.333333333333
617,3186.3333333333335
618,4773.333333333333
619,4561.666666666667
620,4877.333333333333
621,4874.333333333333
622,4801.333333333333
623,5103.0
624,5486.333333333333
625,4551.333333333333
626,4152.333333333333
627,4198.666666666667
628,4874.333333333333
629,4801.333333333333
630,5103.0
631,5486.333333333333
632,4541.0
633,4363.666666666667
634,4449.333333333333
635,4373.666666666667
636,3093.6666666666665
637,3172.0
638,4181.333333333333
639,4541.0
640,4111.666666666667
641,2921.3333333333335
642,3455.6666666666665
643,3093.6666666666665
644,4027.0
645,4181.333333333333
646,3816.0
647,4837.0
648,3619.6666666666665
649,4373.666666666667
650,4311.333333333333
651,4027.0
652,3599.3333333333335
653,4541.0
654,4206.333333333333
655,4449.333333333333
656,4373.666666666667
657,3093.6666666666665
658,2961.6666666666665
659,4181.333333333333
660,4164.333333333333
661,4363.666666666667
662,4449.333333333333
663,4373.666666666667
664,3093.6666666666665
665,3652.3333333333335
666,3530.3333333333335
667,3816.0
668,2322.0
669,3619.6666666666665
670,3400.0
671,3231.6666666666665
672,3450.6666666666665
673,3530.3333333333335
674,3186.3333333333335
675,3460.6666666666665
676,3932.0
677,3400.0
678,3965.3333333333335
679,3450.6666666666665
680,3599.3333333333335
681,3645.6666666666665
682,4409.666666666667
683,3619.6666666666665
684,3969.3333333333335
685,3231.6666666666665
686,3450.6666666666665
687,3599.3333333333335
688,3732.3333333333335
689,3663.0
690,3619.6666666666665
691,3969.3333333333335
692,2863.3333333333335
693,3678.6666666666665
694,3640.0
695,2835.0
696,3702.3333333333335
697,3619.6666666666665
698,3969.3333333333335
699,3965.3333333333335
700,3450.6666666666665
701,3530.3333333333335
702,3816.0
703,4363.666666666667
704,4449.333333333333
705,4373.666666666667
706,3965.3333333333335
707,3008.3333333333335
708,3530.3333333333335
709,3816.0
710,3083.0
711,3619.6666666666665
712,3400.0
713,3965.3333333333335
714,3450.6666666666665
715,3599.3333333333335
716,3816.0
717,3785.0
718,4320.0
719,3969.3333333333335
720,3231.6666666666665
721,1715.3333333333333
722,1193.6666666666667
723,1322.0
724,1606.3333333333333
725,1387.6666666666667
726,1593.6666666666667
727,2267.3333333333335
728,1731.6666666666667
729,1070.6666666666667
730,1322.0
731,1210.0
