id,cnt
366,1791.4545454545455
367,1568.5555555555557
368,1535.4117647058824
369,1504.5
370,1621.6122448979593
371,2053.714285714286
372,2204.0
373,1791.4545454545455
374,1560.5849056603774
375,1940.7037037037037
376,1621.6122448979593
377,2009.3333333333333
378,1621.6122448979593
379,1444.608695652174
380,1504.5
381,1444.608695652174
382,1940.7037037037037
383,1621.6122448979593
384,1535.4117647058824
385,1539.857142857143
386,1400.15
387,1400.15
388,1560.5849056603774
389,1980.3589743589744
390,1884.5666666666666
391,1940.7037037037037
392,2271.32
393,1980.3589743589744
394,1580.047619047619
395,1621.6122448979593
396,2053.714285714286
397,4111.873684210526
398,2009.3333333333333
399,2009.3333333333333
400,1580.047619047619
401,1560.5849056603774
402,1791.4545454545455
403,1980.3589743589744
404,1621.6122448979593
405,1621.6122448979593
406,1791.4545454545455
407,970.1176470588235
408,1504.5
409,1560.5849056603774
410,1940.7037037037037
411,1980.3589743589744
412,1940.7037037037037
413,2053.714285714286
414,2011.076923076923
415,1560.5849056603774
416,1568.5555555555557
417,1884.5666666666666
418,2271.32
419,3940.785714285714
420,2271.32
421,1621.6122448979593
422,1580.047619047619
423,1940.7037037037037
424,1980.3589743589744
425,1940.7037037037037
426,4111.873684210526
427,2009.3333333333333
428,2271.32
429,1621.6122448979593
430,1560.5849056603774
431,1621.6122448979593
432,2053.714285714286
433,4111.873684210526
434,2204.0
435,1621.6122448979593
436,1791.4545454545455
437,4067.8506493506493
438,4111.873684210526
439,4111.873684210526
440,4111.873684210526
441,2828.7105263157896
442,3621.253246753247
443,4021.5813953488373
444,4111.873684210526
445,4111.873684210526
446,3585.3456790123455
447,4111.873684210526
448,4083.3333333333335
449,3621.253246753247
450,2867.3333333333335
451,3145.4418604651164
452,1980.3589743589744
453,4111.873684210526
454,4111.873684210526
455,2011.076923076923
456,2271.32
457,2271.32
458,2867.3333333333335
459,4111.873684210526
460,4111.873684210526
461,2867.3333333333335
462,2271.32
463,2867.3333333333335
464,4311.811475409836
465,4111.873684210526
466,3145.4418604651164
467,2011.076923076923
468,2271.32
469,2867.3333333333335
470,4186.731343283582
471,4675.602739726028
472,4675.602739726028
473,4524.764227642277
474,3069.9266055045873
475,4111.873684210526
476,4111.873684210526
477,4186.731343283582
478,1607.0
479,1791.4545454545455
480,2523.525
481,4111.873684210526
482,3585.3456790123455
483,3986.362068965517
484,2011.076923076923
485,4067.8506493506493
486,3585.3456790123455
487,4110.159090909091
488,4111.873684210526
489,3940.785714285714
490,4354.172413793103
491,4083.3333333333335
492,4079.603305785124
493,4067.8506493506493
494,4067.8506493506493
495,3940.785714285714
496,4111.873684210526
497,4111.873684210526
498,4186.731343283582
499,4675.602739726028
500,4067.8506493506493
501,4110.159090909091
502,4354.172413793103
503,4354.172413793103
504,4111.873684210526
505,4675.602739726028
506,4675.602739726028
507,4110.159090909091
508,4110.159090909091
509,4083.3333333333335
510,4354.172413793103
511,4354.172413793103
512,4774.890243902439
513,4774.890243902439
514,4675.602739726028
515,4653.90243902439
516,4083.3333333333335
517,4354.172413793103
518,4083.3333333333335
519,4675.602739726028
520,4675.602739726028
521,4524.764227642277
522,4067.8506493506493
523,4111.873684210526
524,4354.172413793103
525,4354.172413793103
526,4774.890243902439
527,4849.583333333333
528,4849.583333333333
529,4110.159090909091
530,4354.172413793103
531,4354.172413793103
532,4354.172413793103
533,4675.602739726028
534,4675.602739726028
535,4067.8506493506493
536,4764.761363636364
537,4609.03125
538,4609.03125
539,4653.90243902439
540,4849.583333333333
541,4675.602739726028
542,4764.761363636364
543,4548.258064516129
